purchase_id,student_id,purchase_type,date_purchased
20140,277084,Annual,2022-06-13
20141,273862,Monthly,2022-06-13
20143,276542,Monthly,2022-06-13
20144,266616,Monthly,2022-06-13
20145,277704,Annual,2022-06-14
20152,260465,Monthly,2022-06-14
20153,272887,Annual,2022-06-14
20155,277766,Annual,2022-06-14
20157,265848,Monthly,2022-06-14
20159,270811,Monthly,2022-06-14
20161,277508,Annual,2022-06-14
20162,277803,Monthly,2022-06-14
20164,277591,Annual,2022-06-14
20166,277715,Monthly,2022-06-15
20167,270247,Monthly,2022-06-15
20168,273953,Monthly,2022-06-15
20178,277880,Monthly,2022-06-15
20180,263690,Monthly,2022-06-15
20182,277953,Monthly,2022-06-15
20184,275570,Monthly,2022-06-16
20187,277964,Annual,2022-06-16
20188,269130,Monthly,2022-06-16
20190,277866,Monthly,2022-06-16
20201,277419,Annual,2022-06-16
20202,272175,Monthly,2022-06-16
20203,274552,Annual,2022-06-16
20205,267546,Monthly,2022-06-16
20207,277728,Annual,2022-06-16
20208,277609,Annual,2022-06-16
20210,274166,Monthly,2022-06-16
20212,277814,Monthly,2022-06-16
20224,270363,Monthly,2022-06-17
20226,274157,Monthly,2022-06-17
20228,271089,Monthly,2022-06-17
20229,277845,Annual,2022-06-17
20230,278177,Annual,2022-06-17
20231,263913,Monthly,2022-06-17
20232,277524,Annual,2022-06-17
20235,268242,Monthly,2022-06-17
20236,277821,Monthly,2022-06-17
20237,277461,Annual,2022-06-17
20239,275173,Monthly,2022-06-18
20240,278080,Annual,2022-06-18
20242,270848,Monthly,2022-06-18
20243,278143,Monthly,2022-06-18
20244,277864,Monthly,2022-06-18
20245,267721,Monthly,2022-06-18
20246,260646,Monthly,2022-06-18
20247,272792,Monthly,2022-06-18
20252,271837,Quarterly,2022-06-18
20253,267843,Monthly,2022-06-18
20256,270824,Monthly,2022-06-18
20257,270988,Monthly,2022-06-18
20258,278344,Annual,2022-06-18
20259,274276,Monthly,2022-06-18
20261,267930,Monthly,2022-06-19
20266,278283,Annual,2022-06-19
20267,264254,Monthly,2022-06-19
20270,274402,Monthly,2022-06-20
20271,269984,Monthly,2022-06-20
20273,278280,Annual,2022-06-20
20276,272544,Monthly,2022-06-20
20277,278326,Monthly,2022-06-20
20279,277668,Annual,2022-06-20
20280,274433,Monthly,2022-06-20
20281,278633,Annual,2022-06-20
20282,278642,Annual,2022-06-20
20283,278509,Monthly,2022-06-20
20284,278055,Monthly,2022-06-20
20285,278695,Annual,2022-06-20
20286,278701,Annual,2022-06-20
20287,274589,Monthly,2022-06-20
20288,271338,Monthly,2022-06-20
20291,278723,Annual,2022-06-21
20292,277977,Annual,2022-06-21
20293,268045,Monthly,2022-06-21
20295,278734,Annual,2022-06-21
20296,278129,Annual,2022-06-21
20305,264417,Monthly,2022-06-21
20306,278582,Annual,2022-06-21
20307,278788,Monthly,2022-06-21
20309,268857,Monthly,2022-06-21
20314,278851,Annual,2022-06-22
20315,278758,Annual,2022-06-22
20317,278882,Annual,2022-06-22
20318,278586,Annual,2022-06-22
20320,261212,Monthly,2022-06-22
20325,278890,Quarterly,2022-06-22
20327,278764,Annual,2022-06-22
20328,276788,Annual,2022-06-22
20329,268113,Monthly,2022-06-22
20330,278915,Annual,2022-06-22
20331,278927,Annual,2022-06-22
20333,278940,Monthly,2022-06-23
20334,278958,Monthly,2022-06-23
20336,278115,Annual,2022-06-23
20337,278753,Annual,2022-06-23
20338,278881,Monthly,2022-06-23
20342,278995,Monthly,2022-06-23
20343,278905,Annual,2022-06-23
20344,278459,Annual,2022-06-23
20347,267498,Monthly,2022-06-24
20348,278215,Annual,2022-06-24
20355,279138,Monthly,2022-06-24
20357,277012,Monthly,2022-06-25
20358,274904,Monthly,2022-06-25
20364,271664,Monthly,2022-06-25
20365,268129,Monthly,2022-06-25
20366,267195,Monthly,2022-06-25
20373,261491,Monthly,2022-06-26
20377,266811,Monthly,2022-06-26
20379,261393,Annual,2022-06-26
20381,265130,Monthly,2022-06-26
20382,279330,Annual,2022-06-26
20383,272027,Monthly,2022-06-26
20384,271169,Annual,2022-06-26
20385,278531,Annual,2022-06-26
20387,271950,Monthly,2022-06-26
20390,279352,Annual,2022-06-26
20391,274836,Monthly,2022-06-26
20395,279394,Annual,2022-06-27
20398,270179,Monthly,2022-06-27
20401,278625,Annual,2022-06-27
20404,274723,Monthly,2022-06-27
20408,278444,Annual,2022-06-27
20409,279470,Annual,2022-06-27
20410,278875,Annual,2022-06-27
20414,279468,Monthly,2022-06-27
20415,278716,Annual,2022-06-27
20418,262569,Monthly,2022-06-27
20419,266366,Monthly,2022-06-27
20420,265110,Monthly,2022-06-27
20421,272213,Annual,2022-06-28
20422,272199,Monthly,2022-06-28
20423,279519,Annual,2022-06-28
20442,261466,Monthly,2022-06-28
20448,279424,Annual,2022-06-28
20449,278906,Annual,2022-06-28
20451,279409,Annual,2022-06-28
20454,278822,Annual,2022-06-28
20456,279264,Monthly,2022-06-28
20457,279625,Annual,2022-06-29
20461,277403,Monthly,2022-06-29
20468,279722,Annual,2022-06-29
20473,279748,Annual,2022-06-29
20476,258956,Monthly,2022-06-30
20477,279766,Monthly,2022-06-30
20478,279680,Monthly,2022-06-30
20491,279738,Quarterly,2022-06-30
20494,263934,Monthly,2022-06-30
20498,275158,Monthly,2022-06-30
20503,279751,Monthly,2022-06-30
20507,278088,Monthly,2022-07-01
20509,279909,Annual,2022-07-01
20521,272157,Monthly,2022-07-01
20522,277323,Annual,2022-07-01
20523,265519,Monthly,2022-07-01
20525,280000,Annual,2022-07-01
20527,280011,Monthly,2022-07-01
20528,280019,Annual,2022-07-02
20529,275389,Monthly,2022-07-02
20530,280053,Annual,2022-07-02
20540,280067,Annual,2022-07-02
20541,280114,Monthly,2022-07-02
20542,279178,Monthly,2022-07-02
20545,280140,Monthly,2022-07-03
20546,280126,Annual,2022-07-03
20557,277782,Monthly,2022-07-03
20558,276395,Monthly,2022-07-03
20560,272717,Monthly,2022-07-03
20561,278483,Monthly,2022-07-03
20562,280142,Monthly,2022-07-03
20563,279914,Annual,2022-07-04
20564,265176,Monthly,2022-07-04
20566,280218,Monthly,2022-07-04
20567,278853,Monthly,2022-07-04
20568,280159,Monthly,2022-07-04
20569,259258,Monthly,2022-07-04
20570,262677,Monthly,2022-07-04
20578,269570,Monthly,2022-07-04
20580,279881,Annual,2022-07-04
20581,279947,Monthly,2022-07-04
20582,276439,Monthly,2022-07-04
20584,280134,Annual,2022-07-04
20585,276562,Monthly,2022-07-04
20588,280121,Annual,2022-07-05
20595,279922,Annual,2022-07-05
20598,265966,Monthly,2022-07-05
20603,280461,Quarterly,2022-07-05
20604,265878,Monthly,2022-07-05
20605,269771,Monthly,2022-07-06
20608,266001,Monthly,2022-07-06
20609,262596,Monthly,2022-07-06
20619,280324,Monthly,2022-07-06
20620,276783,Monthly,2022-07-06
20621,276784,Monthly,2022-07-06
20622,280552,Monthly,2022-07-06
20625,280427,Monthly,2022-07-06
20628,269894,Monthly,2022-07-07
20629,280548,Monthly,2022-07-07
20630,272979,Monthly,2022-07-07
20631,269908,Monthly,2022-07-07
20637,280031,Annual,2022-07-07
20638,277322,Annual,2022-07-07
20640,269981,Monthly,2022-07-07
20642,276932,Monthly,2022-07-07
20643,279916,Annual,2022-07-07
20644,274460,Monthly,2022-07-07
20645,280709,Monthly,2022-07-08
20646,275463,Monthly,2022-07-08
20648,280346,Quarterly,2022-07-08
20649,280724,Annual,2022-07-08
20652,259702,Monthly,2022-07-08
20658,280772,Monthly,2022-07-08
20659,266402,Monthly,2022-07-08
20660,280193,Annual,2022-07-08
20661,280545,Annual,2022-07-08
20664,280814,Quarterly,2022-07-08
20665,280794,Annual,2022-07-08
20666,272842,Monthly,2022-07-08
20668,278539,Monthly,2022-07-08
20669,280827,Annual,2022-07-08
20670,280818,Annual,2022-07-08
20673,275045,Monthly,2022-07-09
20674,263076,Monthly,2022-07-09
20675,270175,Monthly,2022-07-09
20687,265906,Monthly,2022-07-09
20690,270042,Monthly,2022-07-09
20691,266455,Monthly,2022-07-09
20693,280954,Annual,2022-07-10
20695,280850,Monthly,2022-07-10
20696,280868,Annual,2022-07-10
20698,259965,Monthly,2022-07-10
20706,270240,Quarterly,2022-07-10
20708,274464,Monthly,2022-07-10
20709,280412,Annual,2022-07-10
20710,280208,Annual,2022-07-10
20711,281018,Annual,2022-07-10
20712,280207,Annual,2022-07-10
20713,266462,Monthly,2022-07-10
20714,278833,Monthly,2022-07-11
20717,281071,Monthly,2022-07-11
20718,280249,Annual,2022-07-11
20726,280396,Annual,2022-07-11
20727,273423,Monthly,2022-07-11
20729,277410,Monthly,2022-07-11
20733,260833,Monthly,2022-07-11
20735,275800,Monthly,2022-07-11
20736,266894,Monthly,2022-07-12
20737,281200,Monthly,2022-07-12
20739,270517,Monthly,2022-07-12
20740,281095,Annual,2022-07-12
20748,281243,Annual,2022-07-12
20749,280849,Annual,2022-07-12
20750,273695,Monthly,2022-07-12
20751,277521,Monthly,2022-07-12
20752,270460,Monthly,2022-07-12
20754,281324,Annual,2022-07-12
20755,277562,Monthly,2022-07-12
20756,270616,Monthly,2022-07-13
20757,262260,Monthly,2022-07-13
20758,281331,Annual,2022-07-13
20759,263483,Monthly,2022-07-13
20762,266814,Monthly,2022-07-13
20765,260173,Quarterly,2022-07-13
20773,259996,Monthly,2022-07-13
20774,279404,Monthly,2022-07-13
20777,281297,Monthly,2022-07-13
20778,280613,Annual,2022-07-13
20779,281413,Monthly,2022-07-13
20781,281196,Monthly,2022-07-13
20782,281440,Annual,2022-07-13
20784,273862,Monthly,2022-07-13
20785,266616,Monthly,2022-07-13
20786,281447,Annual,2022-07-13
20797,260465,Monthly,2022-07-14
20800,265848,Monthly,2022-07-14
20801,281512,Monthly,2022-07-14
20802,270811,Monthly,2022-07-14
20804,280913,Annual,2022-07-14
20805,280863,Annual,2022-07-14
20807,278366,Annual,2022-07-15
20808,277715,Monthly,2022-07-15
20809,270247,Monthly,2022-07-15
20818,277880,Monthly,2022-07-15
20821,281631,Monthly,2022-07-15
20822,275786,Monthly,2022-07-15
20823,280689,Monthly,2022-07-15
20824,280825,Annual,2022-07-15
20825,281609,Monthly,2022-07-15
20826,281299,Annual,2022-07-15
20827,263690,Monthly,2022-07-15
20830,277953,Monthly,2022-07-15
20832,276542,Monthly,2022-07-15
20835,272596,Quarterly,2022-07-16
20836,277866,Monthly,2022-07-16
20845,260646,Monthly,2022-07-16
20848,267546,Monthly,2022-07-16
20850,281753,Monthly,2022-07-16
20852,281769,Monthly,2022-07-16
20854,274166,Monthly,2022-07-16
20856,277803,Monthly,2022-07-16
20857,277814,Monthly,2022-07-16
20858,279508,Monthly,2022-07-16
20859,275570,Monthly,2022-07-17
20871,281796,Monthly,2022-07-17
20874,263913,Monthly,2022-07-17
20876,268242,Monthly,2022-07-17
20877,277821,Monthly,2022-07-17
20878,281787,Annual,2022-07-17
20881,275173,Monthly,2022-07-18
20882,278143,Monthly,2022-07-18
20883,267721,Monthly,2022-07-18
20884,281714,Annual,2022-07-18
20891,272792,Monthly,2022-07-18
20894,281742,Annual,2022-07-18
20896,281961,Monthly,2022-07-18
20897,281925,Annual,2022-07-18
20899,271841,Annual,2022-07-18
20900,273161,Annual,2022-07-18
20901,281989,Annual,2022-07-18
20902,281992,Monthly,2022-07-18
20903,281993,Annual,2022-07-18
20904,259190,Annual,2022-07-18
20906,270824,Monthly,2022-07-18
20907,280121,Annual,2022-07-18
20908,282010,Annual,2022-07-18
20909,270988,Monthly,2022-07-18
20910,282022,Annual,2022-07-18
20912,279228,Annual,2022-07-18
20913,278611,Annual,2022-07-18
20914,274276,Monthly,2022-07-18
20916,277242,Annual,2022-07-19
20918,277864,Annual,2022-07-19
20920,267930,Monthly,2022-07-19
20935,280821,Annual,2022-07-19
20936,282094,Monthly,2022-07-19
20938,273852,Annual,2022-07-19
20939,271306,Annual,2022-07-19
20940,282124,Annual,2022-07-19
20941,274402,Monthly,2022-07-20
20942,282136,Annual,2022-07-20
20943,268045,Monthly,2022-07-20
20944,269984,Monthly,2022-07-20
20953,282066,Annual,2022-07-20
20956,274433,Monthly,2022-07-20
20957,282164,Annual,2022-07-20
20958,278509,Monthly,2022-07-20
20960,259486,Annual,2022-07-20
20961,264228,Annual,2022-07-20
20962,278055,Monthly,2022-07-20
20963,280547,Monthly,2022-07-20
20964,270245,Annual,2022-07-20
20965,281453,Annual,2022-07-20
20966,274589,Monthly,2022-07-20
20967,271338,Monthly,2022-07-20
20970,282121,Annual,2022-07-20
20973,282214,Annual,2022-07-21
20975,278101,Annual,2022-07-21
20991,278890,Annual,2022-07-21
20993,264417,Monthly,2022-07-21
20994,281966,Annual,2022-07-21
20996,261333,Annual,2022-07-21
20997,260646,Annual,2022-07-21
20998,278788,Monthly,2022-07-21
21000,263934,Monthly,2022-07-21
21001,268857,Monthly,2022-07-21
21002,282218,Annual,2022-07-21
21004,282273,Annual,2022-07-21
21005,281010,Monthly,2022-07-21
21007,282207,Annual,2022-07-21
21008,282283,Annual,2022-07-21
21013,282291,Annual,2022-07-22
21014,281671,Annual,2022-07-22
21017,261972,Annual,2022-07-22
21025,261828,Monthly,2022-07-22
21026,272050,Annual,2022-07-22
21029,266187,Annual,2022-07-22
21032,281522,Annual,2022-07-22
21033,282330,Annual,2022-07-22
21034,268113,Monthly,2022-07-22
21035,282344,Annual,2022-07-22
21036,282352,Annual,2022-07-22
21037,282356,Annual,2022-07-22
21038,282362,Annual,2022-07-22
21039,282371,Annual,2022-07-23
21040,278958,Monthly,2022-07-23
21041,275307,Annual,2022-07-23
21042,272089,Annual,2022-07-23
21043,282391,Annual,2022-07-23
21044,282393,Annual,2022-07-23
21045,269748,Annual,2022-07-23
21046,282336,Annual,2022-07-23
21055,282426,Annual,2022-07-23
21056,278685,Annual,2022-07-23
21057,282149,Annual,2022-07-23
21058,282443,Annual,2022-07-23
21059,282446,Annual,2022-07-23
21060,282430,Annual,2022-07-23
21064,267498,Monthly,2022-07-24
21065,282462,Annual,2022-07-24
21068,280953,Annual,2022-07-24
21070,282500,Annual,2022-07-24
21072,282503,Annual,2022-07-24
21073,272144,Annual,2022-07-24
21074,281885,Annual,2022-07-24
21076,281528,Annual,2022-07-25
21077,281337,Annual,2022-07-25
21078,277012,Monthly,2022-07-25
21079,274904,Monthly,2022-07-25
21080,282541,Annual,2022-07-25
21084,261564,Quarterly,2022-07-25
21100,282402,Annual,2022-07-25
21101,282546,Annual,2022-07-25
21103,282560,Annual,2022-07-25
21105,282572,Annual,2022-07-25
21107,282576,Annual,2022-07-25
21108,272145,Annual,2022-07-25
21112,271664,Monthly,2022-07-25
21113,282539,Annual,2022-07-25
21114,281802,Monthly,2022-07-25
21115,268129,Monthly,2022-07-25
21116,282582,Annual,2022-07-25
21119,282591,Annual,2022-07-25
21120,280834,Annual,2022-07-25
21121,282595,Annual,2022-07-25
21122,282504,Annual,2022-07-25
21124,282603,Annual,2022-07-25
21125,267195,Monthly,2022-07-25
21127,282608,Annual,2022-07-25
21128,281608,Annual,2022-07-25
21129,282614,Annual,2022-07-25
21130,282617,Annual,2022-07-25
21132,277866,Annual,2022-07-26
21133,282629,Annual,2022-07-26
21134,282637,Annual,2022-07-26
21136,282638,Monthly,2022-07-26
21137,282408,Annual,2022-07-26
21139,282648,Annual,2022-07-26
21140,269321,Annual,2022-07-26
21147,261491,Monthly,2022-07-26
21153,282564,Annual,2022-07-26
21154,278409,Annual,2022-07-26
21155,277510,Annual,2022-07-26
21159,282669,Annual,2022-07-26
21161,282442,Quarterly,2022-07-26
21162,282542,Annual,2022-07-26
21163,282318,Annual,2022-07-26
21166,282691,Annual,2022-07-26
21167,265130,Monthly,2022-07-26
21169,282697,Annual,2022-07-26
21170,282429,Annual,2022-07-26
21172,282687,Annual,2022-07-26
21173,282575,Annual,2022-07-26
21174,282705,Annual,2022-07-26
21175,279537,Annual,2022-07-26
21176,282529,Annual,2022-07-26
21178,282712,Annual,2022-07-26
21179,265680,Annual,2022-07-26
21180,271950,Monthly,2022-07-26
21181,278881,Monthly,2022-07-26
21183,282720,Monthly,2022-07-26
21184,282304,Annual,2022-07-26
21185,282586,Annual,2022-07-26
21186,282668,Annual,2022-07-26
21187,282724,Annual,2022-07-26
21188,260334,Annual,2022-07-26
21191,274836,Monthly,2022-07-26
21192,280379,Annual,2022-07-26
21194,281762,Annual,2022-07-26
21195,282726,Annual,2022-07-26
21198,280552,Annual,2022-07-26
21199,266456,Annual,2022-07-26
21200,282729,Annual,2022-07-27
21201,282731,Annual,2022-07-27
21204,282237,Annual,2022-07-27
21205,282738,Annual,2022-07-27
21207,282741,Annual,2022-07-27
21208,282643,Annual,2022-07-27
21209,282526,Annual,2022-07-27
21210,282748,Annual,2022-07-27
21211,282553,Annual,2022-07-27
21212,282739,Annual,2022-07-27
21213,282753,Annual,2022-07-27
21214,278881,Annual,2022-07-27
21215,282235,Annual,2022-07-27
21217,282594,Monthly,2022-07-27
21218,282757,Annual,2022-07-27
21219,282758,Annual,2022-07-27
21221,281568,Annual,2022-07-27
21222,282759,Annual,2022-07-27
21231,282776,Annual,2022-07-27
21232,282779,Annual,2022-07-27
21233,281870,Annual,2022-07-27
21234,282713,Annual,2022-07-27
21236,278421,Annual,2022-07-27
21238,282791,Annual,2022-07-27
21240,279468,Monthly,2022-07-27
21243,265110,Monthly,2022-07-27
21244,273136,Annual,2022-07-27
21245,282825,Annual,2022-07-27
21246,282833,Annual,2022-07-28
21247,282033,Annual,2022-07-28
21248,268090,Annual,2022-07-28
21250,282838,Annual,2022-07-28
21251,282088,Monthly,2022-07-28
21274,261466,Monthly,2022-07-28
21286,282818,Annual,2022-07-28
21287,282783,Annual,2022-07-28
21288,259361,Annual,2022-07-28
21289,279428,Annual,2022-07-28
21290,282881,Annual,2022-07-28
21291,282880,Annual,2022-07-28
21292,282885,Annual,2022-07-28
21293,282892,Annual,2022-07-28
21299,282901,Annual,2022-07-28
21301,282910,Annual,2022-07-28
21302,282911,Annual,2022-07-28
21303,282915,Annual,2022-07-28
21304,282920,Annual,2022-07-28
21305,282032,Annual,2022-07-28
21306,280853,Annual,2022-07-28
21307,279264,Monthly,2022-07-29
21308,282926,Annual,2022-07-29
21309,282929,Monthly,2022-07-29
21310,282931,Annual,2022-07-29
21312,282935,Annual,2022-07-29
21313,282839,Annual,2022-07-29
21314,282567,Annual,2022-07-29
21315,282929,Annual,2022-07-29
21317,282937,Annual,2022-07-29
21318,282939,Annual,2022-07-29
21320,277403,Monthly,2022-07-29
21322,282940,Annual,2022-07-29
21324,282949,Annual,2022-07-29
21325,282626,Annual,2022-07-29
21326,282950,Annual,2022-07-29
21327,271849,Annual,2022-07-29
21328,282948,Annual,2022-07-29
21337,272027,Monthly,2022-07-29
21338,266366,Monthly,2022-07-29
21339,282956,Annual,2022-07-29
21340,282829,Annual,2022-07-29
21345,283029,Annual,2022-07-30
21348,279766,Monthly,2022-07-30
21350,282954,Monthly,2022-07-30
21353,282977,Monthly,2022-07-30
21354,282507,Monthly,2022-07-30
21356,265906,Monthly,2022-07-30
21357,283116,Annual,2022-07-30
21358,283136,Monthly,2022-07-30
21360,283130,Annual,2022-07-30
21361,283154,Annual,2022-07-30
21362,283162,Monthly,2022-07-31
21364,275389,Monthly,2022-07-31
21368,273723,Annual,2022-07-31
21371,265370,Annual,2022-07-31
21375,283318,Annual,2022-08-01
21376,283328,Monthly,2022-08-01
21378,261716,Monthly,2022-08-01
21381,272157,Monthly,2022-08-01
21385,283023,Annual,2022-08-01
21386,283239,Monthly,2022-08-01
21387,283414,Monthly,2022-08-01
21389,265519,Monthly,2022-08-01
21393,275158,Monthly,2022-08-01
21395,279513,Annual,2022-08-01
21396,282751,Annual,2022-08-02
21401,261608,Quarterly,2022-08-02
21403,283025,Annual,2022-08-02
21405,278789,Monthly,2022-08-02
21407,283286,Annual,2022-08-02
21408,283598,Monthly,2022-08-02
21409,280114,Monthly,2022-08-02
21410,279178,Monthly,2022-08-02
21411,283636,Annual,2022-08-02
21415,283005,Annual,2022-08-03
21416,276395,Monthly,2022-08-03
21417,283300,Annual,2022-08-03
21418,283573,Monthly,2022-08-03
21419,283771,Annual,2022-08-03
21420,278483,Monthly,2022-08-03
21421,265176,Monthly,2022-08-04
21422,278853,Monthly,2022-08-04
21423,272696,Quarterly,2022-08-04
21425,283831,Annual,2022-08-04
21430,259258,Monthly,2022-08-04
21434,269570,Monthly,2022-08-04
21435,283809,Monthly,2022-08-04
21436,283550,Annual,2022-08-04
21437,282960,Annual,2022-08-04
21438,283745,Quarterly,2022-08-04
21439,276439,Monthly,2022-08-04
21440,282995,Annual,2022-08-04
21443,283720,Annual,2022-08-04
21445,276562,Monthly,2022-08-05
21451,283730,Monthly,2022-08-05
21454,283406,Annual,2022-08-05
21455,283357,Monthly,2022-08-05
21456,283824,Annual,2022-08-05
21457,284028,Annual,2022-08-05
21458,265966,Monthly,2022-08-05
21461,283456,Monthly,2022-08-05
21463,284063,Annual,2022-08-05
21464,265878,Monthly,2022-08-05
21465,284066,Annual,2022-08-05
21466,284067,Annual,2022-08-05
21467,284072,Annual,2022-08-05
21468,269771,Monthly,2022-08-06
21476,280324,Monthly,2022-08-06
21477,276783,Monthly,2022-08-06
21478,276784,Monthly,2022-08-06
21479,284152,Annual,2022-08-06
21480,283696,Monthly,2022-08-06
21481,284167,Annual,2022-08-06
21483,280427,Monthly,2022-08-06
21489,269894,Monthly,2022-08-07
21490,272979,Monthly,2022-08-07
21491,269908,Monthly,2022-08-07
21495,283452,Annual,2022-08-07
21496,269981,Monthly,2022-08-07
21497,262677,Monthly,2022-08-07
21498,284288,Monthly,2022-08-07
21499,276932,Monthly,2022-08-07
21500,274460,Monthly,2022-08-07
21501,284311,Monthly,2022-08-07
21502,284194,Monthly,2022-08-07
21504,274781,Monthly,2022-08-07
21505,284110,Annual,2022-08-08
21506,282520,Monthly,2022-08-08
21507,284344,Monthly,2022-08-08
21509,284241,Quarterly,2022-08-08
21510,283806,Annual,2022-08-08
21511,259702,Monthly,2022-08-08
21512,284379,Annual,2022-08-08
21517,282803,Monthly,2022-08-08
21518,283584,Annual,2022-08-08
21519,266402,Monthly,2022-08-08
21521,283486,Monthly,2022-08-08
21524,284292,Monthly,2022-08-09
21525,284492,Monthly,2022-08-09
21526,283576,Annual,2022-08-09
21527,275045,Monthly,2022-08-09
21528,263076,Monthly,2022-08-09
21529,270175,Monthly,2022-08-09
21531,283623,Annual,2022-08-09
21540,284546,Monthly,2022-08-09
21541,283887,Monthly,2022-08-09
21543,280772,Monthly,2022-08-09
21544,284402,Annual,2022-08-09
21545,284512,Monthly,2022-08-09
21547,266455,Monthly,2022-08-09
21550,284633,Monthly,2022-08-10
21552,284438,Annual,2022-08-10
21553,280850,Monthly,2022-08-10
21558,259965,Monthly,2022-08-10
21560,284632,Monthly,2022-08-10
21562,284487,Monthly,2022-08-10
21563,274464,Monthly,2022-08-10
21564,278995,Monthly,2022-08-10
21565,284415,Monthly,2022-08-10
21567,262569,Monthly,2022-08-10
21571,284266,Annual,2022-08-11
21573,273423,Monthly,2022-08-11
21574,283889,Monthly,2022-08-11
21575,284858,Annual,2022-08-11
21577,260833,Monthly,2022-08-11
21578,275800,Monthly,2022-08-11
21579,283923,Annual,2022-08-11
21580,284492,Annual,2022-08-11
21582,266894,Monthly,2022-08-12
21583,275463,Monthly,2022-08-12
21585,270517,Monthly,2022-08-12
21586,285044,Monthly,2022-08-12
21591,277410,Monthly,2022-08-12
21593,273695,Monthly,2022-08-12
21595,273132,Monthly,2022-08-12
21596,285154,Annual,2022-08-12
21598,277562,Monthly,2022-08-12
21599,270616,Monthly,2022-08-13
21600,262260,Monthly,2022-08-13
21601,263483,Monthly,2022-08-13
21602,284954,Monthly,2022-08-13
21603,284141,Annual,2022-08-13
21604,284531,Annual,2022-08-13
21609,259996,Monthly,2022-08-13
21610,285252,Monthly,2022-08-13
21611,280458,Annual,2022-08-13
21612,285276,Annual,2022-08-13
21616,281196,Monthly,2022-08-13
21617,273862,Monthly,2022-08-13
21618,266616,Monthly,2022-08-13
21620,285352,Annual,2022-08-14
21626,260465,Monthly,2022-08-14
21629,285406,Annual,2022-08-14
21630,285411,Annual,2022-08-14
21631,265848,Monthly,2022-08-14
21632,285283,Monthly,2022-08-14
21633,281512,Monthly,2022-08-14
21634,270811,Monthly,2022-08-14
21636,277353,Monthly,2022-08-14
21643,281631,Monthly,2022-08-15
21644,280689,Monthly,2022-08-15
21645,281609,Monthly,2022-08-15
21646,280611,Monthly,2022-08-15
21647,263690,Monthly,2022-08-15
21649,277953,Monthly,2022-08-15
21650,275570,Monthly,2022-08-16
21653,285344,Quarterly,2022-08-16
21659,266001,Monthly,2022-08-16
21660,267546,Monthly,2022-08-16
21661,281753,Monthly,2022-08-16
21664,281769,Monthly,2022-08-16
21665,274166,Monthly,2022-08-16
21667,277814,Monthly,2022-08-16
21668,279508,Monthly,2022-08-16
21669,261073,Monthly,2022-08-17
21678,265210,Monthly,2022-08-17
21680,284748,Monthly,2022-08-17
21682,263913,Monthly,2022-08-17
21683,268242,Monthly,2022-08-17
21686,285322,Monthly,2022-08-18
21688,281796,Monthly,2022-08-18
21697,286826,Monthly,2022-08-18
21698,286865,Monthly,2022-08-18
21700,286884,Monthly,2022-08-18
21702,281992,Monthly,2022-08-18
21703,262643,Monthly,2022-08-18
21704,270824,Monthly,2022-08-18
21705,286563,Annual,2022-08-18
21706,270988,Monthly,2022-08-18
21707,287006,Monthly,2022-08-18
21710,274276,Monthly,2022-08-18
21711,287180,Monthly,2022-08-19
21712,275173,Monthly,2022-08-19
21713,267930,Monthly,2022-08-19
21715,286824,Monthly,2022-08-19
21716,284166,Annual,2022-08-19
21724,284482,Monthly,2022-08-19
21725,287245,Monthly,2022-08-19
21726,287143,Monthly,2022-08-19
21727,282094,Monthly,2022-08-19
21728,286717,Annual,2022-08-19
21731,274402,Monthly,2022-08-20
21732,286735,Annual,2022-08-20
21733,287334,Annual,2022-08-20
21734,285670,Monthly,2022-08-20
21737,287214,Monthly,2022-08-20
21738,274433,Monthly,2022-08-20
21739,287373,Annual,2022-08-20
21740,272977,Monthly,2022-08-20
21741,278509,Monthly,2022-08-20
21742,278055,Monthly,2022-08-20
21743,280547,Monthly,2022-08-20
21744,287434,Annual,2022-08-20
21746,271338,Monthly,2022-08-20
21747,264295,Quarterly,2022-08-20
21748,287072,Monthly,2022-08-21
21751,285397,Annual,2022-08-21
21752,287466,Annual,2022-08-21
21753,287331,Annual,2022-08-21
21761,287478,Monthly,2022-08-21
21762,281294,Monthly,2022-08-21
21763,286606,Monthly,2022-08-21
21764,278788,Monthly,2022-08-21
21765,287499,Monthly,2022-08-21
21766,268857,Monthly,2022-08-21
21769,281010,Monthly,2022-08-21
21770,287526,Annual,2022-08-21
21772,287436,Monthly,2022-08-21
21775,268045,Monthly,2022-08-22
21776,287548,Annual,2022-08-22
21783,285915,Monthly,2022-08-22
21785,261828,Monthly,2022-08-22
21790,280372,Monthly,2022-08-22
21791,268113,Monthly,2022-08-22
21792,287632,Annual,2022-08-22
21795,286190,Annual,2022-08-22
21797,278958,Monthly,2022-08-23
21798,287330,Monthly,2022-08-23
21800,286753,Annual,2022-08-23
21803,286799,Annual,2022-08-23
21806,287238,Annual,2022-08-23
21807,286607,Monthly,2022-08-23
21808,286418,Monthly,2022-08-23
21810,287737,Annual,2022-08-23
21811,287739,Annual,2022-08-23
21812,287721,Monthly,2022-08-23
21815,267498,Monthly,2022-08-24
21817,287291,Annual,2022-08-24
21819,284180,Monthly,2022-08-24
21820,272792,Monthly,2022-08-24
21829,287565,Monthly,2022-08-24
21830,275786,Monthly,2022-08-24
21831,287896,Annual,2022-08-24
